駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
丸の内,"35,877","3,308","1,576",47.64,210,"1,948",606,"57,576","2,173","1,561",72,189,"4,328,978","3,675",269,694,4.56,6.51,14.69,16.72,15.82,12.56,13.32,9.27,6.55,70.37,26.46,"56,306"
伏見,"57,605","3,131","1,592",50.85,188,"1,925",553,"65,302","2,102","1,518",72,250,"7,047,679","3,663",313,747,4.39,5.71,14.75,17.38,16.78,13.29,12.5,9.38,5.82,71.2,25.6,"64,018"
大須観音,"17,155","8,175","4,025",49.24,528,"5,258","1,445","23,098","5,253","3,613",69,363,"5,475,268","1,699",183,"1,013",4.48,6.69,17.13,16.45,14.55,13.4,13.16,8.86,5.27,74.93,22.87,"20,342"
上前津,"27,251","9,858","4,554",46.2,662,"6,235","1,921","19,256","6,123","4,064",66,414,"4,918,521","1,645",166,595,5.33,6.26,15.8,16.9,13.78,12.47,13.56,9.8,6.1,78.99,18.84,"16,423"
鶴舞,"25,334","8,849","4,230",47.8,568,"5,748","1,534","15,002","5,719","3,900",68,113,"1,503,946",957,98,978,5.04,5.8,18.38,16.25,13.82,13.25,14.09,8.82,4.55,54.87,33.63,"12,103"
荒畑,"8,809","8,648","4,308",49.81,880,"5,534","2,025","7,371","4,382","2,232",51,69,"368,175",504,39,"1,416",6.77,8.08,14.47,13.42,13.59,12.3,13.71,10.77,6.9,47.83,43.48,"3,085"
御器所,"21,200","10,365","5,117",49.37,"1,103","6,994","2,028","10,367","5,575","3,050",55,95,"916,939",688,74,"1,130",7.68,6.93,15.4,17.77,13.9,11.45,12.58,8.8,5.49,51.58,43.16,"6,224"
川名,"10,068","8,032","4,066",50.62,819,"5,557","1,440","6,327","4,212","2,300",55,69,"782,239",394,37,"1,227",7.09,8.82,17.6,15.8,14.19,11.36,11.85,7.92,5.37,47.83,39.13,"2,848"
いりなか,"14,133","6,689","3,374",50.44,908,"4,459","1,118","9,254","3,291","1,660",50,53,"469,724",314,43,"4,232",9.16,10.61,13.9,13.41,16.31,13.24,10.71,7.38,5.27,58.49,37.74,"2,980"
八事,"33,348","6,133","2,999",48.9,734,"4,089","1,114","14,050","3,187","1,585",50,122,"1,862,537",349,56,"8,380",8.65,8.56,14.05,15.07,15.13,12.96,11.96,8.56,5.06,65.57,31.15,"3,772"
塩釜口,"24,500","7,674","4,196",54.68,590,"5,679","1,139","16,257","4,546","3,152",69,48,"446,280",324,44,"11,000",5.1,9.82,24.11,14.86,13.24,11.39,11.11,7.26,3.09,50,37.5,"3,383"
植田,"17,031","9,209","4,568",49.6,"1,217","6,550","1,250","7,148","4,296","1,894",44,77,"1,415,787",403,49,762,8.78,10.06,14.31,17.56,17.13,12.93,9.25,6.51,3.47,45.45,38.96,"3,657"
原,"18,947","10,273","5,077",49.42,"1,345","7,419","1,313","7,385","4,970","2,348",47,73,"1,074,372",474,39,164,9.16,9.47,15.71,18.07,16.85,12.47,9.1,5.53,3.65,50.68,41.1,"4,242"
平針,"15,531","6,134","3,009",49.05,786,"4,323",903,"5,872","3,018","1,443",48,81,"1,393,901",362,34,280,9.12,9.38,16.25,17.83,15.69,11.03,10.15,6.6,3.96,48.15,41.98,"3,828"
赤池,"23,749","4,471","2,257",50.48,765,"3,010",638,"3,252","1,874",689,37,27,"277,826",164,15,0,12.76,9.11,13.66,21.26,14.93,8.59,9.31,6.03,4.35,44.44,37.04,"1,997"
金山,"147,874","8,322","4,106",49.34,615,"5,534","1,642","22,734","4,967","3,087",62,155,"2,307,266","1,279",132,"2,580",5.56,5.34,15.99,16.6,14.51,13.06,13.63,10.12,5.2,60,37.42,"17,957"
西高蔵,"6,257","5,286","2,561",48.45,553,"3,493","1,166","9,812","2,588","1,202",46,82,"1,511,913",519,42,"1,112",7.1,7.56,12.95,15.79,13.93,12.91,13.7,9.77,6.29,51.22,41.46,"7,129"
神宮西,"8,019","3,620","1,783",49.25,339,"2,433",809,"6,608","1,761",802,46,91,"927,849",406,46,712,5.64,8.41,13.33,13.47,14.33,13.77,14.72,10,6.31,71.43,24.18,"4,766"
伝馬町,"13,788","5,743","2,944",51.26,511,"3,816","1,349","9,204","2,888","1,390",48,47,"711,277",502,54,"1,691",5.89,7.1,13.53,14.43,12.74,13.73,15.56,11.19,5.83,51.06,38.3,"5,717"
堀田,"14,232","6,069","3,116",51.34,630,"3,964","1,385","12,099","3,073","1,619",53,63,"731,134",469,58,611,7.49,6.46,13.66,15.82,13.75,12.48,13.61,9.97,6.76,52.38,38.1,"9,640"
妙音通,"3,622","8,660","4,300",49.65,911,"5,550","2,106","6,471","4,116","1,775",43,97,"525,341",508,52,233,6.96,7.46,12.57,14.86,12.54,13.03,14.8,11,6.79,49.48,47.42,"3,252"
新瑞橋,"25,712","8,319","4,007",48.17,872,"5,497","1,850","7,708","4,051","1,875",46,101,"730,641",610,66,465,7.21,7.85,13.94,15.12,13.45,12.65,13.39,10.12,6.26,52.48,41.58,"4,555"
名古屋大学,"21,148","3,548","1,838",51.8,407,"2,497",542,"16,907","2,005","1,194",60,23,"282,960",116,19,"11,381",7.95,9.37,20.95,15.26,13.99,11.03,10.13,7.14,4.18,69.57,26.09,"4,530"
自由ヶ丘,"13,872","6,123","2,688",43.9,763,"3,302","2,014","5,075","2,750",961,35,25,"248,103",105,16,"1,261",8.21,8.37,7.9,11.65,12.14,11.33,15.17,15.66,9.57,52,44,"1,238"
茶屋ヶ坂,"13,129","8,495","3,948",46.47,"1,168","5,582","1,644","5,131","3,672","1,162",32,24,"266,417",149,12,606,9.8,8.46,10.45,16.68,14.05,13,13.82,8.63,5.12,25,50,"1,853"
八事日赤,"12,918","5,982","2,959",49.47,713,"4,160",979,"13,742","2,955","1,381",47,38,"478,025",187,28,"7,692",7.66,11.28,18.06,12.58,15.55,11.86,11.24,7.55,4.22,57.89,39.47,"4,194"
名古屋大学,"21,148","3,548","1,838",51.8,407,"2,497",542,"16,907","2,005","1,194",60,23,"282,960",116,19,"11,381",7.95,9.37,20.95,15.26,13.99,11.03,10.13,7.14,4.18,69.57,26.09,"4,530"
本山,"28,989","9,212","4,609",50.03,942,"6,532","1,450","7,140","5,354","3,353",63,130,"912,189",506,44,"1,287",7.22,8.45,20.42,16.11,14.68,11,10.18,7.35,4.58,70,26.92,"3,402"
自由ヶ丘,"13,872","6,123","2,688",43.9,763,"3,302","2,014","5,075","2,750",961,35,25,"248,103",105,16,"1,261",8.21,8.37,7.9,11.65,12.14,11.33,15.17,15.66,9.57,52,44,"1,238"
茶屋ヶ坂,"13,129","8,495","3,948",46.47,"1,168","5,582","1,644","5,131","3,672","1,162",32,24,"266,417",149,12,606,9.8,8.46,10.45,16.68,14.05,13,13.82,8.63,5.12,25,50,"1,853"
砂田橋,"14,259","6,795","3,226",47.48,659,"4,353","1,591","8,253","3,300","1,375",42,34,"585,988",198,19,"3,816",6.6,7.69,12.63,13.82,12.58,13.29,16.32,11.1,5.95,52.94,38.24,"2,113"
中村区役所,"10,664","10,277","5,142",50.03,788,"6,721","2,409","16,173","6,033","3,835",64,168,"2,680,781",888,106,"2,910",5.46,6.95,17.06,15,12.9,11.21,13.34,11.55,6.53,55.95,39.88,"10,204"
名古屋,"94,668","3,160","1,622",51.33,159,"2,062",723,"73,098","1,957","1,327",68,441,"25,565,155","3,053",330,"3,546",3.64,7.95,17.4,14.75,11.82,11.18,15.53,10.64,7.1,63.27,34.47,"68,779"
国際センター,"10,936","4,693","2,402",51.18,236,"3,051","1,058","68,365","3,009","2,069",69,344,"15,301,540","3,164",241,"2,481",3.82,4.53,16.18,16.57,14.04,13.1,13.35,10.54,7.87,61.05,36.34,"64,879"
丸の内,"11,441","3,308","1,576",47.64,210,"1,948",606,"57,576","2,173","1,561",72,189,"4,328,978","3,675",269,694,4.56,6.51,14.69,16.72,15.82,12.56,13.32,9.27,6.55,70.37,26.46,"56,306"
久屋大通,"17,721","4,685","2,162",46.15,338,"3,046",789,"60,280","3,038","2,055",68,468,"10,222,310","3,611",344,465,5.44,5.63,14.54,17.42,17.61,12.51,13.68,8.39,4.79,80.77,18.16,"58,912"
高岳,"15,553","8,879","4,101",46.19,597,"5,943","1,616","24,957","5,710","3,942",69,161,"2,340,122","1,571",171,"1,688",5.13,5.29,15.64,18.24,15.78,12.73,13.12,8.85,5.22,66.46,27.95,"21,322"
車道,"13,425","8,298","3,967",47.81,630,"5,531","1,766","15,433","4,773","2,904",61,119,"1,600,264","1,026",101,"1,350",5.47,6.37,15.04,16.44,14.82,12.22,12.96,9.83,6.85,60.5,33.61,"11,724"
今池,"24,203","9,581","5,020",52.4,587,"6,611","1,883","18,109","6,211","4,315",69,191,"2,383,644","1,534",197,"2,045",4.23,5.84,17.61,16.28,14.21,13.63,13.32,9.66,5.23,54.97,39.27,"13,779"
吹上,"13,679","9,110","4,504",49.44,723,"5,893","2,233","8,467","5,011","2,973",59,103,"955,694",649,57,790,5.64,6.41,17.13,15.42,12.14,11.19,12.87,11.11,8.1,62.14,29.13,"4,859"
御器所,"10,149","10,365","5,117",49.37,"1,103","6,994","2,028","10,367","5,575","3,050",55,95,"916,939",688,74,"1,130",7.68,6.93,15.4,17.77,13.9,11.45,12.58,8.8,5.49,51.58,43.16,"6,224"
桜山,"22,896","8,883","4,129",46.48,965,"5,937","1,812","10,375","4,608","2,385",52,124,"1,009,278",561,53,"2,103",7.42,7.79,15.47,15.64,14.22,11.61,12.5,9.31,6.05,57.26,40.32,"5,690"
瑞穂区役所,"14,478","7,639","3,592",47.02,837,"4,942","1,772","8,505","3,680","1,652",45,91,"512,648",455,41,"2,351",7.02,8.53,12.82,14.82,14.09,11.8,13.51,10.63,6.78,48.35,48.35,"3,591"
瑞穂運動場,"6,570","7,779","3,689",47.42,823,"4,987","1,893","6,541","3,624","1,551",43,78,"709,650",454,49,921,6.84,8.61,12.76,13.91,13.91,11.84,13.84,11.01,7.28,44.87,44.87,"2,941"
新瑞橋,"14,945","8,319","4,007",48.17,872,"5,497","1,850","7,708","4,051","1,875",46,101,"730,641",610,66,465,7.21,7.85,13.94,15.12,13.45,12.65,13.39,10.12,6.26,52.48,41.58,"4,555"
桜本町,"7,426","8,195","4,021",49.07,836,"4,998","2,285","5,901","3,540","1,228",35,80,"489,296",366,35,650,6.6,7.71,10.57,12.77,12.39,13.14,16.05,12.45,8.31,48.75,42.5,"2,044"
鶴里,"5,588","7,329","3,676",50.16,898,"4,679","1,681","5,552","3,158","1,109",35,47,"211,630",282,21,"1,352",8.25,8.29,11.27,15.51,14.45,11.86,13.76,10.86,5.74,40.43,48.94,"1,565"
野並,"13,492","6,170","3,044",49.34,742,"4,114","1,247","6,588","2,739",936,34,47,"1,090,724",377,37,768,8.88,7.08,11.55,18.87,13.27,11.98,14.96,9.52,3.9,36.17,42.55,"3,871"
豊橋,"34,079","3,836","1,834",47.81,349,"2,229","1,173","11,479","1,774",752,42,332,"3,337,544","1,156",111,324,6.03,6.8,9.01,11.89,12.83,12.93,16.51,14.29,9.71,63.86,34.04,"9,863"
伊奈,"2,390","3,394","1,692",49.85,454,"2,107",815,"3,184","1,270",341,27,41,"248,911",156,12,745,8.56,9.36,9.95,14.36,13.83,11.76,14.89,11.67,5.63,48.78,43.9,"1,222"
小田渕,433,"1,974",978,49.54,280,"1,274",414,"1,179",668,107,16,5,"19,662",44,1,8,9.71,9.04,11.53,14.74,11.79,13.87,14.63,9.96,4.73,40,40,438
国府,"9,454","3,224","1,592",49.38,421,"2,036",752,"2,749","1,291",399,31,59,"555,014",219,14,185,8.66,8.94,11.93,13.71,12.68,12.59,14.36,10.59,6.54,47.46,44.07,"1,371"
御油,606,"3,741","1,823",48.73,544,"2,391",793,"2,094","1,408",308,22,18,"357,651",97,11,124,8.93,11.46,10.49,13.95,14.41,11.94,15.19,9.9,3.73,27.78,61.11,641
名電赤坂,965,737,350,47.49,105,417,213,"1,323",243,50,21,14,"246,816",61,5,104,9.1,9.78,9.1,12.23,10.05,12.5,14.67,11.55,11.01,21.43,50,971
名電長沢,465,626,302,48.24,74,373,179,466,204,29,14,3,0,12,0,161,7.04,9.44,9.92,11.04,11.04,13.44,17.92,13.12,7.04,0,66.67,70
本宿,"5,145","1,944",965,49.64,281,"1,148",511,"1,306",697,146,21,19,"168,659",81,6,86,8.97,9.9,8.97,13.31,12.84,11.66,17.43,12.33,4.59,47.37,42.11,542
名電山中,992,"1,553",766,49.32,227,987,339,"1,438",521,85,16,9,"9,718",51,1,285,9.34,11.4,10.43,12.88,13.33,13.07,14.1,9.98,5.47,44.44,33.33,615
藤川,"4,388",981,507,51.68,101,619,257,"1,018",367,115,31,4,"80,744",35,2,374,6.65,8.59,12.27,10.94,13.19,13.7,16.36,13.5,4.81,25,25,327
美合,"7,392","3,721","1,894",50.9,561,"2,410",743,"2,327","1,405",421,30,45,"238,397",183,16,37,10.15,10.93,12.57,15.16,13.46,10.66,13,9.1,4.95,48.89,42.22,"1,124"
男川,"3,020","4,417","2,149",48.65,761,"2,865",764,"2,120","1,617",387,24,12,"176,146",108,10,1,10.77,11.95,10.15,15.1,15.44,12.32,11.91,6.51,5.85,33.33,41.67,906
東岡崎,"36,658","3,594","1,773",49.33,349,"2,304",920,"11,772","1,693",762,45,103,"687,512",613,59,375,6.08,7.98,12.65,12.74,14.03,12.96,13.77,11.56,8.23,55.34,41.75,"10,180"
岡崎公園前,"3,072","3,050","1,463",47.97,348,"1,959",727,"2,404","1,244",440,35,27,"467,964",146,22,0,7.64,8.2,13.47,13.76,12.15,12.41,14.29,10.08,8,44.44,48.15,"1,346"
矢作橋,"6,027","4,877","2,490",51.06,644,"3,291",918,"3,888","1,865",523,28,35,"264,882",171,11,41,8.74,9.99,13.37,14.3,13.72,13.91,13.29,8.65,4.02,57.14,34.29,"2,302"
宇頭,"2,888","4,032","2,092",51.88,637,"2,581",796,"2,180","1,518",414,27,15,"154,676",101,7,397,10.09,10.69,11.52,15.33,14.26,11.02,14.03,9.45,3.61,40,46.67,460
新安城,"18,353","6,827","3,568",52.26,983,"4,813",933,"4,980","2,949","1,124",38,72,"1,383,145",328,36,107,9.19,10.63,13.63,15.64,16.17,14.55,11.28,6.42,2.5,52.78,38.89,"2,991"
牛田,"3,554","4,116","2,152",52.28,540,"2,822",726,"3,153","1,764",675,38,43,"600,054",176,13,138,8.95,9.69,13.92,15.63,15.02,11.23,13.82,7.8,3.94,46.51,37.21,"1,800"
知立,"30,628","5,166","2,753",53.29,674,"3,417","1,026","8,318","2,336","1,013",43,124,"881,187",443,45,"1,540",9.1,8.17,14.83,16.62,13.71,10.51,12.83,9.42,4.81,55.65,39.52,"5,114"
一ツ木,"2,537","4,309","2,299",53.35,687,"2,972",630,"3,385","1,723",594,34,22,"307,129",122,10,219,11.15,9.8,15.09,18.71,14.39,10.19,10.8,6.46,3.41,36.36,45.45,"1,940"
富士松,"2,395","2,891","1,498",51.82,397,"1,898",587,"2,452","1,142",383,34,23,"485,080",117,9,583,9.23,9.4,13.91,14.75,13.25,11.62,14.05,9.51,4.27,26.09,52.17,967
豊明,"4,008","1,625",815,50.15,240,990,384,"1,467",626,192,31,12,"92,585",85,8,0,8.67,11.21,10.47,14.44,15.06,10.16,12.95,12.27,4.77,58.33,33.33,928
前後,"19,539","5,637","2,796",49.6,716,"3,734","1,158","3,726","2,367",785,33,58,"503,226",204,9,429,8.43,9.18,13.73,15.6,14,11.41,13.2,10.04,4.4,56.9,34.48,"1,429"
中京競馬場前,"8,950","6,038","3,035",50.26,783,"3,850","1,352","5,051","2,526",833,33,33,"201,433",170,20,"1,202",9.07,7.85,9.96,16.81,13.4,12.25,16.22,10.08,4.36,36.36,48.48,"1,566"
有松,"13,041","4,588","2,173",47.36,535,"2,852","1,174","5,598","1,845",493,27,68,"530,388",234,18,"2,020",7.72,8.64,10.76,13.31,13.81,11.88,15.61,12.17,6.12,73.53,23.53,"1,864"
左京山,"3,921","5,149","2,558",49.68,711,"3,443",964,"5,140","2,054",557,27,20,"143,670",162,18,"1,945",9,9.32,12.87,15.68,13.98,13.09,12.97,8.91,4.18,50,40,"1,494"
鳴海,"17,636","4,912","2,440",49.67,577,"3,131","1,161","5,137","2,096",733,35,76,"562,064",356,26,651,7.89,8.44,11.33,14.93,13.24,12.46,14.15,11.29,6.26,56.58,34.21,"2,779"
本星崎,"3,699","5,382","2,707",50.3,594,"3,458","1,283","5,110","2,289",718,31,24,"315,339",219,17,888,7.07,8.8,11.35,13.47,13.22,13.3,16.02,11.63,5.16,33.33,41.67,"2,134"
本笠寺,"4,424","6,932","3,428",49.45,643,"4,286","1,932","6,801","2,992","1,151",38,77,"658,676",395,44,261,5.92,7.64,10.92,12.97,12.13,13.4,16.18,12.89,7.96,61.04,31.17,"3,850"
桜,"3,010","7,694","3,868",50.27,814,"4,761","2,036","6,857","3,413","1,322",39,90,"786,237",390,36,"1,095",6.71,8.21,10.7,13.23,13.07,12.84,15.74,11.88,7.62,50,42.22,"2,836"
呼続,"2,051","8,603","4,308",50.08,913,"5,486","2,108","5,786","3,970","1,599",40,84,"420,517",442,40,103,7.09,7.48,11.73,14.82,12.81,13.23,14.99,11.11,6.75,50,46.43,"2,730"
堀田,"13,092","7,288","3,739",51.3,665,"4,743","1,772","10,504","3,840","2,040",53,81,"1,035,365",540,65,392,6.52,5.75,13.19,16.02,12.01,12.86,16.36,10.99,6.3,59.26,34.57,"7,765"
神宮前,"30,064","5,058","2,479",49.01,477,"3,286","1,241","9,812","2,419","1,022",42,94,"1,178,134",495,65,"1,036",6.18,7.65,11.11,14.05,12.87,13.83,16.81,10.85,6.65,65.96,29.79,"7,139"
金山,"148,639","8,351","4,134",49.5,645,"5,573","1,675","21,750","4,877","2,937",60,139,"2,041,105","1,178",118,"2,538",5.74,5.46,15.7,16.56,14.52,12.99,13.85,10.17,5.01,60.43,36.69,"16,976"
名鉄名古屋,"269,431","2,524","1,299",51.47,120,"1,624",585,"81,507","1,616","1,104",68,455,"27,491,747","3,366",345,"2,941",3.61,5.97,16.75,15.59,12.54,11.76,15.33,11.08,7.39,63.74,34.07,"77,978"
栄生,"10,032","7,715","3,848",49.88,741,"4,861","1,959","7,541","3,956","2,027",51,94,"511,867",480,48,532,6.49,6.92,14.27,14.84,12.34,11.82,13.72,12.67,6.94,45.74,48.94,"4,324"
東枇杷島,"5,582","5,676","2,835",49.95,467,"3,493","1,634","6,619","2,705","1,250",46,57,"270,668",317,25,"1,723",5.28,7.17,12.63,12.54,12.09,12.91,15.63,14.04,7.73,47.37,47.37,"2,872"
西枇杷島,877,"4,606","2,328",50.54,530,"2,930","1,112","4,548","2,002",726,36,40,"257,082",198,18,872,7.96,7.48,11.7,15.92,11.75,12.1,15.92,11.5,5.66,42.5,40,"2,023"
二ツ杁,"2,574","4,120","2,055",49.88,540,"2,661",902,"4,147","1,725",575,33,48,"186,675",191,11,443,9.8,6.95,13.28,18.25,11.04,11.19,13.45,9.94,6.09,47.92,43.75,"2,237"
新川橋,455,"4,165","2,006",48.16,525,"2,557","1,067","4,142","1,624",457,28,51,"120,342",199,11,514,9.38,6.92,10.87,16.61,11.98,11.62,13.52,11.69,7.4,56.86,41.18,"2,044"
須ケ口,"7,656","3,788","1,843",48.65,505,"2,379",891,"4,610","1,457",391,27,38,"177,266",187,18,580,8.87,8.66,11.13,14.65,14.01,11.52,14.54,10.91,5.7,55.26,42.11,"2,755"
丸ノ内,857,"4,119","2,061",50.04,577,"2,637",883,"2,383","1,648",501,30,18,"215,344",116,7,194,9.37,9.27,11.98,16.01,13.67,11.15,13.3,10.1,5.15,44.44,38.89,729
新清洲,"7,629","4,616","2,277",49.33,693,"3,042",853,"2,575","1,880",596,32,38,"235,491",177,19,226,11.05,8.13,12.46,19.29,13.07,10.68,13.03,8.48,3.81,42.11,57.89,972
大里,"3,644","2,147","1,037",48.3,238,"1,260",649,"1,436",817,176,22,14,"64,062",77,8,0,6.76,8.39,8.43,11.88,13.37,11.23,20.46,13.33,6.15,35.71,64.29,575
奥田,"2,106","2,035","1,018",50.02,260,"1,272",503,"1,946",777,191,25,9,"169,334",57,8,154,7.96,9.34,10.32,14.2,13.42,11.94,17.25,11.15,4.42,33.33,44.44,"1,098"
国府宮,"21,433","6,070","3,056",50.35,785,"4,358",927,"5,608","2,812","1,184",42,62,"438,176",338,28,442,8.81,8.66,13.38,19.37,15.57,12.27,11.79,6.98,3.16,43.55,50,"3,273"
島氏永,"1,658","1,275",637,49.96,143,806,326,642,445,74,17,3,"6,347",23,1,0,6.9,9.1,10.59,11.69,12.63,14.12,17.8,11.06,6.12,0,100,133
妙興寺,"1,884","3,751","1,830",48.79,571,"2,504",651,"2,893","1,468",383,26,40,"1,481,817",192,21,102,10.27,9.87,11.96,17.54,14.62,11.11,13.81,7.48,3.33,45,47.5,"1,572"
名鉄一宮,"33,120","6,030","2,875",47.68,696,"3,856","1,397","9,309","2,797","1,170",42,188,"2,235,893",826,78,606,7.75,7.68,10.05,16.17,15.06,12.58,13.7,10.66,6.34,67.02,30.85,"6,878"
今伊勢,"2,401","5,843","2,904",49.7,842,"3,822","1,121","4,326","2,170",591,27,31,"679,778",140,11,964,9.21,10.49,10.32,15.63,15.18,11.86,14.99,8.92,3.41,38.71,41.94,"1,252"
石刀,"2,373","4,970","2,419",48.67,721,"3,217","1,009","2,945","1,881",425,23,10,"71,714",92,9,625,9.18,10.05,10.81,15.36,13.52,11.7,16.27,9.42,3.68,40,50,651
新木曽川,"5,324","3,867","1,860",48.1,559,"2,392",878,"3,403","1,429",349,24,51,"242,844",235,22,617,9.37,10.13,9.79,15.11,13.62,11.43,14.74,10.18,5.64,52.94,41.18,"1,488"
黒田,"1,757","3,676","1,755",47.74,512,"2,382",756,"2,954","1,294",237,18,61,"1,254,817",176,25,5,9.12,9.86,10.57,15.01,14.21,12.81,14.49,9.45,4.49,75.41,19.67,"1,673"
木曽川堤,567,"1,233",611,49.55,161,731,339,652,403,54,13,6,"13,603",54,3,0,7.55,9.99,8.37,12.67,13.16,11.86,18.2,12.51,5.69,66.67,16.67,208
国府,"9,454","3,224","1,592",49.38,421,"2,036",752,"2,749","1,291",399,31,59,"555,014",219,14,185,8.66,8.94,11.93,13.71,12.68,12.59,14.36,10.59,6.54,47.46,44.07,"1,371"
八幡,"1,541","2,050","1,010",49.27,333,"1,337",363,"2,609",770,196,25,23,"339,726",109,11,40,10.72,10.42,11.41,15.49,14.36,11.55,14.7,7.28,4.08,52.17,30.43,"1,881"
諏訪町,"4,088","4,082","2,104",51.54,599,"2,657",801,"5,528","1,713",616,36,77,"654,938",344,31,"1,421",9.79,10.36,12.75,14.97,13.51,12.25,12.65,8.95,4.78,54.55,40.26,"2,677"
稲荷口,832,"4,383","2,171",49.53,580,"2,778",997,"3,447","1,747",510,29,70,"1,052,229",250,20,225,9.02,8.68,10.17,14.1,13.36,13.43,15.09,10.59,5.56,52.86,35.71,"1,666"
豊川稲荷,"4,485","3,440","1,662",48.31,429,"2,099",888,"3,618","1,350",374,28,118,"674,643",334,41,355,8.08,9.31,8.93,12.97,13,13.79,14.9,11.59,7.44,52.54,38.98,"2,118"
新安城,"18,353","6,827","3,568",52.26,983,"4,813",933,"4,980","2,949","1,124",38,72,"1,383,145",328,36,107,9.19,10.63,13.63,15.64,16.17,14.55,11.28,6.42,2.5,52.78,38.89,"2,991"
北安城,946,"3,136","1,600",51.02,424,"2,110",583,"2,980","1,324",478,36,28,"200,825",157,11,624,9.07,9.07,12.57,16.7,14.24,12.6,12.76,8.69,4.3,35.71,50,"1,336"
南安城,"3,863","5,812","2,987",51.39,859,"3,959",943,"4,193","2,420",887,37,65,"624,504",354,33,231,10.02,9.86,13.13,17.05,15.75,11.74,11.02,7.64,3.8,61.54,32.31,"2,245"
碧海古井,938,"4,239","2,145",50.6,786,"2,834",604,"1,999","1,465",271,19,24,"126,836",107,11,76,12.19,12.26,11.74,16.07,14.86,11.15,12.64,6.96,2.13,33.33,50,620
堀内公園,427,"2,398","1,181",49.25,354,"1,543",499,"1,246",765,116,15,8,"74,735",50,3,3,8.89,11.73,9.14,14.07,13.9,12.81,15.03,9.31,5.13,37.5,50,421
桜井,"4,066","2,880","1,454",50.49,441,"1,887",532,"3,260","1,126",393,35,73,"615,753",167,18,"1,198",10.73,9.09,12.86,18.04,12.83,10.91,13.14,7.9,4.51,58.9,34.25,"1,250"
米津,"1,534","2,686","1,403",52.23,423,"1,832",425,"1,518","1,070",358,33,14,"107,074",99,5,29,10.11,10.86,12.31,18.96,14.48,11.23,11.57,7.09,3.4,50,35.71,720
桜町前,"2,684","4,293","2,129",49.59,678,"2,844",762,"2,693","1,538",406,26,42,"580,158",197,14,0,10.13,10.74,12.79,14.92,14.83,12.3,11.67,7.99,4.62,38.1,35.71,"1,369"
西尾口,328,"3,134","1,617",51.6,464,"2,071",588,"3,737","1,279",467,37,52,"940,992",228,32,38,10.21,9.25,13.96,16.52,13.74,10.92,12.01,8.87,4.51,48.08,38.46,"2,765"
西尾,"9,424","3,580","1,752",48.94,495,"2,241",840,"6,261","1,393",441,32,158,"1,397,570",477,42,506,9.14,8.78,10.9,15.74,12.72,11.57,13.53,10.01,7.6,65.82,27.22,"4,651"
福地,843,853,425,49.82,145,526,182,522,242,16,7,4,"39,661",38,1,0,11.61,10.55,8.44,15.24,12.08,12.54,14.77,9.14,5.63,25,0,237
上横須賀,"1,205","2,129","1,028",48.29,293,"1,330",506,"1,923",701,153,22,46,"348,376",136,6,334,8.74,10.62,10.57,14.33,12.73,11.84,13.81,10.85,6.53,50,36.96,866
吉良吉田,"2,558","2,257","1,113",49.31,358,"1,377",521,"1,574",700,120,17,31,"181,185",129,7,61,10.78,10.47,9.71,13.97,12.68,12.24,13.08,11.26,5.81,51.61,41.94,727
吉良吉田,"2,558","2,257","1,113",49.31,358,"1,377",521,"1,574",700,120,17,31,"181,185",129,7,61,10.78,10.47,9.71,13.97,12.68,12.24,13.08,11.26,5.81,51.61,41.94,727
三河鳥羽,312,"1,130",554,49.03,156,712,263,612,374,62,17,5,"1,398",55,2,0,8.85,10.35,8.67,14.34,11.77,12.48,17.61,10.27,5.66,20,60,232
西幡豆,652,"1,825",888,48.66,242,"1,081",500,"1,547",573,85,15,30,"240,865",129,3,267,7.84,11.07,8.88,11.07,12.72,12.61,15.13,12.23,8.44,50,36.67,660
東幡豆,432,"1,276",616,48.28,136,792,348,"1,112",395,54,14,17,"87,056",91,3,278,6.9,8.78,9.56,10.82,11.52,15.91,15.99,12.15,8.39,64.71,29.41,366
こどもの国,147,552,266,48.19,81,352,120,286,167,22,13,3,"3,856",30,2,0,9.09,10.36,10.55,9.45,14.91,16,14.36,9.82,5.45,33.33,66.67,117
西浦,987,"2,785","1,342",48.19,287,"1,651",842,"1,837",922,148,16,35,"101,596",157,6,138,6.04,9.31,9.53,10,12.26,13.02,18.45,14.13,7.26,57.14,37.14,706
形原,889,"3,099","1,483",47.85,345,"1,831",918,"2,896","1,061",198,19,50,"299,559",185,5,811,6.43,9.4,9.76,9.73,12.41,14.02,15.28,13.34,9.63,54,38,932
三河鹿島,465,"2,198","1,082",49.23,346,"1,334",514,"2,076",684,111,16,19,"175,990",106,6,119,10.35,11.21,9.43,15,14.08,10.07,12.99,10.26,6.61,42.11,42.11,"1,234"
